"S.No","Question Number","Question","Option A","Option B","Option C","Option D","Answer","Explanation"
"1","In 2019, how many motor vehicle crashes took place in the United States?","14.2 million","4.5 million","36,500","None of the above","1","Section 1.1, A, “United States National Data on Traffic Crash Injuries and Fatalities” states, “14.2 million motor vehicle crashes took place in 2019, causing 4.5 million injuries and 36,500 fatalities.”"
"112.","When should you increase the two-second rule to the three-second rule?","When you are being tailgated","When your vision is blocked or poor","In inclement weather","All of the above","4","Section 3.3, B, i, “The Three-Second Rule” states, “A good time to increase your following distance is when . . . your vehicle is being tailgated (the vehicle behind you is following very closely) . . . When your vision is blocked or poor . . . When speed is increased . . . [Or] In inclement weather.”"
"113.","When is a three-second gap not enough to compensate for current driving conditions, and you should increase to a four-second gap instead?","When following a motorcycle","When carrying extra weight","When following a large vehicle or truck","All of the above","4","Section 3.3, B, ii, “The Four-Second Rule” states, “Some other instances where you should use the four-second gap include . . . When following a motorcycle . . . When carrying extra weight . . . [Or] When following a large vehicle or truck.”"
"114.","What are some tactics you can use when you are being tailgated?","Signal earlier than usual for turns, lane changes, or stops","Apply steady, slow pressure to stop gradually when braking","Travel the ""common speed"" to help the tailgater match pace and timing","All of the above","4","Section 3.3, C, “How to Deal with Tailgaters” states, “Here are some other tactics you can use when you are being tailgated: Signal earlier than usual for turns, lane changes, or stops so the driver behind you knows to anticipate the change . . . When braking, apply steady, slow pressure to stop gradually . . . [And] Travel the ‘common speed’ by matching pace and timing with the traffic around you.”"
"115.","What should you do if you come to a stop on a flat surface while being tailgated?","Take your foot off the brake pedal","Keep your foot on the brake pedal","Shift into neutral","","2","Section 3.3, C, “How to Deal with Tailgaters” states, “If you come to a stop on a flat surface, do not take your foot off the brake pedal, even if your car will stay in place. Your brake lights signal drivers in other vehicles that you are stopped. If you decompress the brake pedal, they may think you are moving forward and prematurely accelerate their vehicle.”"
"116.","The two-second rule is a minimum distance between you and the car ahead of you.","True","False","","","minimum ","Section 3.3, A, “The Two-Second Rule” states, “The two-second rule is adistance between you and the car ahead of you. Two seconds does not give you enough time to stop entirely, but it does allow for enough reaction time if you need to slow down or make quick decisions.”"
"117.","Increasing your following distance is a good idea when visibility is poor due to inclement weather.","True","False","","","1","Section 3.3, B, i, “The Three-Second Rule” states, “A good time to increase your following distance is . . In inclement weather. Heavy rain, snow, and high winds can cause visibility issues and affect road conditions, making roads more slick or uneven. Increasing your following distance can help you avoid a collision if your vehicle slips or skids on snow or ice.”"
"118.","The four-second rule is used to establish a safer boundary between you and the vehicle ahead.","True","False","","","1","Section 3.3, B, ii, “The Four-Second Rule” states, “When a two- or three-second gap is still not enough to compensate for current driving conditions, you may need to use the four-second rule to establish a safer boundary between you and the vehicle ahead. “"
"119.","When following a city or school bus, it is okay to follow closely.","True","False","","","2","Section 3.3, B, ii, “The Four-Second Rule” states,“[Another instance] where you should use the four-second gap include[s] . . . When following a city or school bus.”"
"120.","When following a motorcycle, it is necessary to use the four-second rule.","True","False","","","1","Section 3.3, B, ii, “The Four-Second Rule” states,“[Another instance] where you should use the four-second gap include[s] . . . When following a motorcycle.”"
"121.","If a vehicle behind you is following too closely, you should apply sudden and fast pressure to the brake pedal to stop.","True","False","","","2","Section 3.3, C, “How to Deal with Tailgaters” states, “Here are some other tactics you can use when you are being tailgated: . . . When braking, apply steady, slow pressure to stop gradually.”"
"122.","Driving at the ""common speed"" means matching pace and timing with the traffic around you.","True","False","","","1","Section 3.3, C, “How to Deal with Tailgaters” states, “Travel the ‘common speed’ by matching pace and timing with the traffic around you.”"
"123.","The four-second rule is necessary when you are being passed.","True","False","","","1","Section 3.3, B, ii, “The Four-Second Rule” states,“Some other instances where you should use the four-second gap include . . . When you are being passed.”"
"124.","If you're hauling a trailer or boat, it will take you the same amount of time to slow down as when you're not hauling.","True","False","","","2","Section 3.3, B, ii, “The Four-Second Rule” states, “If you are hauling a trailer, boat, jet skis, or anything heavy that adds length to your vehicle, it will take you longer to slow down. Leave extra space to allow for any sudden speed changes.”"
"125.","If you're being tailgated, you should increase your following distance.","True","False","","","1","Section 3.3, C, “How to Deal with Tailgaters” states, “What if the vehicle behind you is following too closely? We’ve already talked about how you can use the three- and four-second gap rules to allow extra reaction time when a vehicle is following you too closely.”"
"126.","What is the total stopping distance of a vehicle?","Perception distance","Reaction distance","Braking distance","A combination of perception distance, reaction distance, and braking distance","4","Section 3.4, A, “Stopping Distance” states, “Your total stopping distance equals the minimum distance your vehicle will travel before you can bring it to a complete stop. This distance is a combination of your perception distance, reaction distance, and braking distance.”"
"127.","What is perception distance?","The distance your vehicle travels from when you see a hazard to the point your brain recognizes it","The distance your vehicle travels after you recognize a hazard but before you press the brakes","The distance your vehicle travels while you are braking","The distance you increase your following distance in response to other vehicles' limitations","1","Section 3.4, A, i, “Perception Distance” states, “Your perception distance is the distance your vehicle travels from when you see a hazard with your eyes to the point that your brain consciously recognizes the hazard.”"
"128.","What factors can influence perception distance?","Mental and/or physical health conditions of the driver","Medications taken by the driver","Visibility","All of the above","4","Section 3.4, A, i, “Perception Distance” states, “Factors that influence your perception distance include: . . . Visibility (often dependent on weather conditions) . . . The nature of the hazard . . . Medications taken by the driver . . . [And] Mental and/or physical health conditions affecting the driver.”"
"129.","What is an average driver's reaction time?","¾ second to 1 second","1 to 2 seconds","2 to 3 seconds","1.5 seconds","1","Section 3.4, A, ii, “Reaction Distance” states, “An average driver’s reaction time [is] ¾ second to 1 second.”"
"130.","What is reaction distance?","The distance your vehicle travels from when you see a hazard to the point your brain recognizes it","The distance your vehicle travels after you recognize a hazard but before you press the brakes","The distance your vehicle travels while you are braking","The distance you increase your following distance in response to other vehicles' limitations","2","Section 3.4, A, ii, “Reaction Distance” states, “Reaction distance refers to the distance your car will keep traveling after you recognize the hazard but before you press down on the brakes.”"
"131.","What is braking distance?","The distance your vehicle travels from when you see a hazard to the point your brain recognizes it","The distance your vehicle travels after you recognize a hazard but before you press the brakes","The distance your vehicle travels while you are braking","The distance you increase your following distance in response to other vehicles' limitations","3","Section 3.4, A, iii, “Braking Distance” states, “Braking distance describes how far your vehicle travels while you are in the process of braking.”"
"132.","What is the relationship between driving speed and stopping distance?","Driving speed has no effect on stopping distance","Faster driving speed decreases stopping distance","Faster driving speed increases stopping distance","Driving speed has an inverse relationship with stopping distance","3","Section 3.4, B, “Stopping Distance in Relation to Speed” states, “The faster you are driving, the greater your stopping distance.”"
"133.","What is the relationship between driving speed and the force of impact?","Driving speed has no effect on the force of impact","Driving speed decreases the force of impact","Driving speed increases the force of impact","Driving speed has an inverse relationship with the force of impact","3","Section 3.4, B, “Stopping Distance in Relation to Speed” states, “The faster you are driving, the greater your stopping distance and the greater the force of any impacts your car may experience.”"
"134.","What happens to the force of impact when you double your driving speed?","The force of impact decreases","The force of impact stays the same","The force of impact increases four times","The force of impact increases two times","3","Section 3.4, B, “Stopping Distance in Relation to Speed” states, “Driving twice as fast increases your braking distance and force of impact by four times.”"
"135.","What happens to the force of impact when you triple your driving speed?","The force of impact decreases","The force of impact stays the same","The force of impact increases nine times","The force of impact increases three times","3","Section 3.4, B, “Stopping Distance in Relation to Speed” states, “Driving three times as fast increases your braking distance and force of impact by nine times.”"
"136.","What happens to the force of impact when you quadruple your driving speed?","The force of impact decreases","The force of impact stays the same","The force of impact increases 16 times","The force of impact increases four times","3","Section 3.4, B, “Stopping Distance in Relation to Speed” states, “Driving four times as fast increases your braking distance and force of impact by 16 times.”"
"137.","In what conditions should you increase your following distance when following a motorcyclist?","When the roads are wet and slippery","When you are going over a metal surface, such as a bridge","When you are driving on a smooth road","Both A and B","4","Section 3.4, C, “Increasing Your Following Distance in Response to Other Vehicles’ Limitations” states, “If the roads are wet and slippery or covered in gravel, or you are going over a metal surface (e.g., a bridge), add extra distance when following a motorcyclist — they are at greater risk of falling in these conditions, and you’ll want to give them extra room to ensure that you don’t hit them with your car.”"
"138.","What is the minimum following distance required by Florida law when following a fire truck responding to an emergency?","300 feet","100 feet","500 feet","200 feet","3","Section 3.4, C, “Increasing Your Following Distance in Response to Other Vehicles’ Limitations” states, “Florida law prohibits following a fire truck responding to an emergency at a distance of less than 500 feet.”"
"139.","What is the definition of gap selection in driving?","Assessment drivers make when they watch approaching traffic and gauge it to decide if there is adequate space to complete a driving maneuver","Assessment drivers make when they watch their own driving behavior","Assessment drivers make when they watch the traffic laws","","1","Section 3.5, “Gap Selection Techniques” states, “The term gap selection refers to the assessment drivers make when they watch approaching traffic and gauge it to decide that there is adequate space to complete a driving maneuver, such as turning in an intersection with cross-traffic or entering a freeway.”"
"140.","What are the factors drivers need to judge when making a safe turn in an intersection with cross-traffic?","How long will it take to complete the turn","How quickly oncoming traffic is traveling","How much space there is between oncoming vehicles","All of the above","4","Section 3.5, A, “Gap Selection While Crossing and Turning” states, “To turn safely in an intersection with cross-traffic, you need to wait for a gap in traffic that will allow you to maneuver safely. You need to be able to judge the following: How long will it take you to complete the turn? How fast is oncoming traffic traveling? How much space is between oncoming vehicles?”"
"141.","What is the purpose of an acceleration lane when entering a freeway?","To help drivers speed up before entering the flow of traffic on the freeway","To help drivers slow down before entering the flow of traffic on the freeway","To avoid merging with the flow of traffic on the freeway","","1","Section 3.5, B, “Gap Selection While Entering the Freeway” states, “An acceleration lane is an extra entrance lane that helps you speed up before entering the flow of traffic on the freeway.”"
"142.","What should drivers do after seeing a gap in traffic that allows them to safely merge to the left on a freeway?","Turn their signal on to alert others of their intent to merge","Stop and wait for a better gap in traffic","Adjust your speed to match that of the vehicles in front of and behind you","Both A and C","4","Section 3.5, B, “Gap Selection While Entering the Freeway” states, “When you see a gap in traffic that allows you to safely merge to the left, turn your signal on to alert others of your intent to merge and adjust your speed to match the vehicles in front of and behind you.”"
"143.","It is important to be familiar with freeway entrance signs before entering a freeway.","True","False","","","1","Section 3.5, B, “Gap Selection While Entering the Freeway” states,“Be familiar with freeway entrance signs, and ensure you are in the correct lane to enter a freeway.”"
"144.","What should you do if you encounter deep water on the roadway?","Drive through it","Get off the road if you can safely do so","Speed up","","2","Section 3.6, A, iii, “Driving Through Deep Water” states, “Avoid driving through standing water whenever possible. If you see any on the roadway, get off the road if you can safely do so.”"
"145.","Why is the first half hour of rainfall considered the most dangerous?","The rain mixes with oil and other chemicals that make the road slick","The rain washes away the oil and chemicals","The rain makes roads dry","","1","Section 3.6, A, i, “Speed and Maintenance” states, ""The first half hour of rainfall is the most dangerous because the water mixes with oil and other chemicals that make roads slick. It’s safer once the rain has had time to wash away the oil and chemicals.”"
"146.","How should you adjust your speed during rain?","Drive 5-10 mph faster than the speed limit","Drive at the same speed as the speed limit","Drive 5-10 mph slower than the speed limit","","3","Section 3.6, A, i, “Speed and Maintenance” states, “Drive at least 5-10 mph slower than the speed limit during rain to avoid sliding and account for rain distorting your vision.”"
"147.","Why should you turn on your low-beam lights in inclement weather?","To help other drivers see you","To help you see the road better","To save energy","","1","Section 3.6, A, i, “Speed and Maintenance” states, “Turn on your low-beam lights in inclement weather to help other drivers see you.”"
"148.","What should you do if you hydroplane?","Brake","Accelerate","Ease off both pedals and look for a clearing in traffic to steer toward","Panic","3","Section 3.6, A,iv, “What to Do If You Hydroplane” states, “[Hydroplaning] can be sudden and scary, but you mustn’t panic. Remember that the best way to handle the situation is to avoid braking or accelerating . . . Instead, ease off both pedals and look for a clearing or open space in traffic you can steer toward to help avoid hitting anything or anyone around you.”"
"149.","Why is it difficult to judge distances when using your high beams while driving in heavy fog?","Fog is reflective and makes it difficult to see objects nearby and far away","Fog is not reflective","Fog enhances visibility","","1","Section 3.6, B, “Driving Through Fog” states, “Fog can severely impact visibility, creating extra glare from lights and making it difficult to see objects nearby and far away. Fog is reflective, making it difficult to judge distances if you try to use your high beams to see more clearly.”"
"150.","You should avoid using your cruise control when driving in heavy fog.","True","False","","","1","Section 3.6, B, “Driving Through Fog” states,“There are several precautions you should take when driving in heavy fog, including . . . Avoiding using your cruise control.”"
"151.","When should you add fog lights to your car?","When you live in an area where fog regularly occurs","When you never drive in fog","When you have never experienced fog before","","1","Section 3.6, B, “Driving Through Fog” states, “If you live in an area where fog regularly occurs (especially in the mornings or evenings), consider adding fog lights to your car.”"
"152.","When driving in rain or snow, you should try to follow the tracks of the vehicle ahead of you.","True","False","","","1","Section 3.6, B, ii, “Staying on the Roadway” states,“Try to follow the tracks of the vehicle ahead of you when driving in rain or snow.”"
"153.","Fog lights come standard on all vehicles.","True","False","","","2","Section 3.6, B, “Driving Through Fog” states, “Fog lights do not come standard on all vehicles.”"
"154.","Why is it important to avoid driving in areas with active flood warnings?","To avoid getting stuck or being carried away by floodwaters","To save time","To avoid getting lost","","1","Section 3.6, A, iii, “Driving Through Deep Water” states, “Floodwaters can cause your car to get stuck or even be carried away.”"
"155.","What is one of the reasons why it is unsafe to drive through deep water?","It can make your car lighter","It can damage your engine and cause it to stall","None of the above","","2","Section 3.6, A, iii, “Driving Through Deep Water” states, “It’s incredibly unsafe to drive through deep water — water can get into your vehicle's engine and cause it to stall.”"
"156.","What is hydroplaning?","When water gets between your tires and the road and causes your vehicle to lose contact with the road surface","When your tires are in contact with the road surface","When you have low visibility during rainy weather","","1","Section 3.6, A, iv, “What to Do If You Hydroplane” states, “Hydroplaning happens when water gets between your tires and the road and causes your vehicle to lose contact with the road surface.”"
"157.","How long does hydroplaning usually last?","One minute","A few seconds","Several hours","","2","Section 3.6, A, iv, “What to Do If You Hydroplane” states, “It usually lasts for a few seconds but can last longer.”"
"158.","What should you use to see more clearly when driving in heavy fog?","High beams","Low beams or fog lights","Hazard lights","","2","Section 3.6, B, “Driving Through Fog” states, “Fog is reflective, making it difficult to judge distances if you try to use your high beams to see more clearly. Instead, use your low beams (or fog lights, if you have them).”"
"159.","What should you leave between your vehicle and other vehicles around you in poor weather conditions?","A smaller space cushion","A larger space cushion","No space cushion","","2","Section 3.6, B, ii, “Staying on the Roadway” states,“Increase your space cushion, leaving more room between your vehicle and the other vehicles around you. This allows for more time and space if you or another vehicle takes emergency corrective action in poor conditions. “"
"160.","If you see standing water on the roadway, you should drive through it.","True","False","","","2","Section 3.6, A, iii, “Driving Through Deep Water” states, “Avoid driving through standing water whenever possible. If you see any on the roadway, get off the road if you can safely do so.”"
"161.","What should you do in inclement weather to make it easier for other drivers to see you?","Use your high beams","Turn off your lights","Turn on your low-beam lights","Use your hazard lights","3","Section 3.6, A, i, “Speed and Maintenance” states, “Turn on your low-beam lights in inclement weather to help other drivers see you.”"
"162.","What should you do when the roads are slippery due to rain?","Drive at the speed limit","Drive faster than the speed limit","Drive 5-10 mph slower than the speed limit","Drive the same speed as in dry weather conditions","3","Section 3.6, A, i, “Speed and Maintenance” states, “Drive at least 5-10 mph slower than the speed limit during rain to avoid sliding and account for rain distorting your vision.”"
"163.","Which of the following should you do when driving through heavy rain?","Try to pass other vehicles","Leave plenty of space between your vehicle and other vehicles","Suddenly change lanes","","2","Section 3.3, B, i, “The Three-Second Rule” states, “Heavy rain, snow, and high winds can cause visibility issues and affect road conditions, making roads more slick or uneven. Increasing your following distance can help you avoid a collision if your vehicle slips or skids on snow or ice.”"
"164.","What should a driver do if a traffic signal is not functioning in Florida?","Stop and turn without yielding","Stop as for a four-way stop sign","Ignore the malfunctioning signal","","2","Section 3.9, C, “Right of Way” states, “The State of Florida website advises that you should ‘stop as you would for a four-way stop sign’ if a traffic signal is not functioning correctly. This means that all vehicles must come to a complete stop before turning, regardless of whether the lights are flashing yellow.”"
"165.","What can happen if you drive through deep water?","Your engine may stall","You may hydroplane","Your vehicle could be carried away by the floodwaters","All of the above","4","Section 3.6, A, iii, “Driving Through Deep Water” states, “It’s incredibly unsafe to drive through deep water — water can get into your vehicle's engine and cause it to stall. Submerging any part of your vehicle in water can also cause electrical damage. It's easy to lose control of your vehicle when driving through standing water. Floodwaters can cause your car to get stuck or even be carried away.”"
"166.","What should you do if you hydroplane?","Brake","Ease off both pedals and look for a clearing/open space in traffic","Drive faster","","2","Section 3.6, A,iv, “What to Do If You Hydroplane” states,“Ease off both pedals and look for a clearing or open space in traffic you can steer toward to help avoid hitting anything or anyone around you.“"
"167.","What should you do if you experience a tire blowout while driving?","Steer towards the blown-out tire","Keep a firm grip on the steering wheel and steer away from the blown-out tire","Quickly apply the brakes","All of the above","2","Section 3.7, A, “Tire Blowout” states, “If you have a tire blowout while driving, keep a firm grip on the steering wheel. The blown-out tire will pull the vehicle in its direction. Try to steer away from the blown-out tire for more control.”"
"168.","In addition to using your anti-lock braking system, if your vehicle has it, what are some other actions you should take if your brakes fail while driving?","Downshift to second or third gear","Slowly apply the parking/emergency brake","Use emergency lights to warn other drivers of the emergency","All of the above","4","Section 3.7, B, “Brake Failure” states, “Other actions to take if your brakes fail include: Downshifting to the second or third gear if you are going down a steep hill . . . Slowly applying your parking/emergency brake . . . [And] Using your emergency lights to warn other drivers of your emergency.”"
"169.","What should you do if your power steering fails while driving?","Release the steering wheel","Pull off the road as soon as it is safe to do so","Change gears","None of the above","2","Section 3.7, C, “Loss of Power Steering” states, “Keep a steady grip on your steering wheel if your power steering fails. Steering will be challenging, but you should still be capable of turning the wheel if you grip it tightly enough. Pull off the road as soon as it is safe to do so.”"
"170.","What is the first thing you should try to do if your accelerator is stuck while driving?","Use your hand or foot to lift the accelerator","Drive faster","None of the above","","1","Section 3.7, D, “Stuck Accelerator” states, “If your accelerator is stuck, use your foot or hand to pull up on it.”"
"171.","What should you do if your vehicle stalls while driving?","Keep driving","Pull over to the side of the road","Make repairs on the road","None of the above","2","Section 3.7, E, “Stalled Vehicle” states, “Pull over to the side of the road if your vehicle stalls. Try to get entirely on the shoulder of the road.”"
"172.","What should you do if your vehicle stalls on railroad tracks?","Stay in the vehicle","Get out of the vehicle and get away from the tracks as soon as possible","Keep trying to drive","","2","Section 3.7, E, “Stalled Vehicle” states, “What about if your car stalls on railroad tracks? Your top priority should be to get all passengers out of the car and get away from the car as soon as possible.”"
"173.","What should you do if your hood latch fails while driving?","Speed up","Slow down and look at the centerline of the road, then safely get off the road as soon as possible","Ignore the failure","None of the above","2","Section 3.7, F, “Hood Latch Failure” states, “Your hood latch secures your hooD) If the latch stops working, slow down and look at the centerline of the road to help guide your steering. You can look through your window or the windshield under your hood. Guide your vehicle off the road as quickly and safely as you can.”"
"174.","What should you do if your headlights fail while driving?","Pull over in a well-lit area","Keep driving","Turn up the interior lights on the dashboard","","1","Section 3.7, G, “Headlight Failure” states, “If your headlights dim while you are driving, try dimming the interior lights on the dashboard. Sometimes this will redistribute power to your headlights until you can get to a safe place to inspect them. If the headlights stop working altogether, pull over in a well-lit area.”"
"175.","What should you do if your vehicle experiences a breakdown on the freeway?","Continue driving","Follow steps to safely change lanes and pull over to the shoulder","Stop in the middle of the freeway","None of the above","2","Section 3.7, H, “Breakdowns” states, “If your vehicle experiences a breakdown on the freeway and you cannot safely exit to a side street or parking lot, follow the steps to safely change lanes (including checking traffic around you and signaling you are changing lanes). Then, carefully maneuver your vehicle to the shoulder, outside any operating traffic lanes.”"
"176.","What is the first thing to do if you need to re-enter the freeway after experiencing a vehicle breakdown?","Signal that you are re-entering traffic","Stay on the shoulder","Move into other lanes without checking for hazards","None of the above","1","Section 3.7, H, “Breakdowns” states,“If you can resolve the situation without a tow truck or other emergency vehicle, and your vehicle is safe to return to the freeway . . . [t]urn your signal on to indicate you are rejoining traffic.”"
"177.","What should you do if you are parked at the side of the road and need help?","Get out of the vehicle","Stay in the vehicle with doors locked and seat belt fastened","Unlock the doors for strangers","None of the above","2","Section 3.8, I, “What to Do When Parked at the Side of the Road” states, “Once at the side of the road, you are safest if you stay in your vehicle with the doors locked and your seat belt fastened . . . If strangers come up to your car, keep your windows rolled up, and don’t unlock your doors.”"
"178.","You should always yield to bicyclists the same way you do for other vehicles.","True","False","","","1","Section 3.8, B, “Driving Safely Around Bicycles” states, “When you encounter a cyclist at an intersection, you should assume that they are traveling straight unless they give a turn signal, and always yield to bicyclists in the same way that you would yield to other vehicles.”"
"179.","If you experience brake failure and your vehicle doesn't have ABS, you should pump the brakes at least four times to check if your brakes have taken hold.","True","False","","","1","Section 3.7, B, “Brake Failure” states, “How you react to brake failure will partially depend on whether you have an anti-lock braking system. If your vehicle doesn’t have ABS, pump the brakes four times. At that point, you should be able to tell if your brakes have taken hold.”"
"180.","If you are going down a steep hill and your brakes fail, you should downshift to the first gear.","True","False","","","1","Section 3.7, B, “Brake Failure” states, “Other actions to take if your brakes fail include . . . [d]ownshifting to the second or third gear if you are going down a steep hill.“"
"181.","If your power steering fails, it will be difficult, but it should be possible to turn the wheel by gripping it tightly.","True","False","","","1","Section 3.7, C, “Loss of Power Steering” states, “Keep a steady grip on your steering wheel if your power steering fails. Steering will be challenging, but you should still be capable of turning the wheel if you grip it tightly enough.”"
"182.","If your accelerator is stuck and you can’t lift it, you should put your car in neutral gear.","True","False","","","1","Section 3.7, D, “Stuck Accelerator” states, “If lifting [the accelerator] doesn’t work, put your car in the neutral gear position. Doing this will stop it from accelerating more.”"
"183.","If your vehicle stalls, you should try to get out on the side that is furthest away from the traffic lanes.","True","False","","","1","Section 3.7, E, “Stalled Vehicle” states, “If you have to get out of your vehicle, get out on the side that is furthest away from lanes of traffic.“"
"184.","If your vehicle stalls on railroad tracks, your top priority should be to get yourself and all passengers away from the car as soon as possible.","True","False","","","1","Section 3.7, E, “Stalled Vehicle” states, “What about if your car stalls on railroad tracks? Your top priority should be to get all passengers out of the car and get away from the car as soon as possible.”"
"185.","Why should you dim your headlights when following a truck at night or in low-light conditions?","To avoid being rear-ended by the truck","So that the truck's headlights don't blind you","To avoid rear-ending the truck","To avoid blinding the truck driver","4","Section 3.8, A, “Driving Safely Around Trucks and Other Large, Slow-Moving Vehicles” states, “Make sure to dim your headlights while following behind a truck at night or in low-light conditions to prevent your car’s headlights from blinding the truck driver as they bounce off the side mirrors and into the truck's cab.”"
"186.","Why is it dangerous to tailgate a truck or other large commercial vehicle?","Their side and rear blind spots are significantly larger","They are much faster than cars","They are much more maneuverable than cars","They are much lighter than cars","1","Section 3.8, A, “Driving Safely Around Trucks and Other Large, Slow-Moving Vehicles” states, “The side and rear blind spots of trucks and buses are significantly larger than those of a standard passenger vehicle, making tailgating a truck or other large commercial vehicle particularly unsafe.”"
"187.","Why should you leave extra stopping distance when following behind a truck?","To avoid rear-ending the truck if it brakes faster than your car can stop","To avoid being rear-ended by the truck if you have to stop quickly","To prevent the truck from being blinded by your headlights","To allow the truck to see your car behind them","1","Section 3.8, A, “Driving Safely Around Trucks and Other Large, Slow-Moving Vehicles” states, “You should leave extra stopping distance when following behind a truck because otherwise, you might rear-end the truck if it brakes faster than your car can stop.”"
"188.","What should you make sure to do when stopped behind a truck on an uphill?","Keep your car toward the right side of your lane","Keep your car toward the left side of your lane so the truck driver can see your car","Cross behind the truck if it's backing up","","2","Section 3.8, A, “Driving Safely Around Trucks and Other Large, Slow-Moving Vehicles” states, “When stopped behind a truck on an uphill . . . keep your car toward the left side of your lane (without leaving your lane at all), so the driver of the truck can see your car behind them.”"
"189.","When passing a truck, what should you keep in mind about your car's speed?","Pass the truck as slowly as possible","Pass the truck as quickly as possible without lingering","Pass the truck as slowly as possible","Pass the truck at the same speed as the truck","2","Section 3.8, A, “Driving Safely Around Trucks and Other Large, Slow-Moving Vehicles” states, “Pass the truck as quickly as possible without lingering next to it.”"
"190.","You should not cross behind a truck that is backing up/about to back up because you might pass into their blind spot and risk a collision.","True","False","","","1","Section 3.8, A, “Driving Safely Around Trucks and Other Large, Slow-Moving Vehicles” states, “Trucks may be unable to avoid blocking a street while backing up, so make sure to avoid crossing behind a truck that is backing up or about to back up. You might pass into their blind spot, risking a collision.”"
"191.","When passing a truck from the opposite direction, why should you keep your car as far over as possible?","To reduce the risk of sideswiping the truck","To minimize wind turbulence between your car and the truck","To avoid blinding the truck driver","A and B","4","Section 3.8, A, “Driving Safely Around Trucks and Other Large, Slow-Moving Vehicles” states, “When passing a truck from the opposite direction, keep your car as far over as possible to reduce the risk of sideswiping the truck and minimize wind turbulence between your car and the truck.”"
"192.","According to Florida law, a bicycle has the same privileges, rights and responsibilities on public roads (besides limited access highways) as a motor vehicle.","True","False","","","1","Section 3.8, B, “Driving Safely Around Bicycles” states, “Florida law defines a bicycle as a vehicle with ‘all of the privileges, rights, and responsibilities on public roads (except limited access highways)’ of a motor vehicle.”"
"193.","How much clearance should motorists give bicyclists in Florida?","One foot","Two feet","Three feet","Four feet","3","Section 3.8, B, “Driving Safely Around Bicycles” states, “Motorists are required to give bicyclists at least three feet of clearance, slowing down and using caution while passing.”"
"194.","When following behind a truck at night, it's recommended to dim your headlights.","True","False","","","1","Section 3.8, A, “Driving Safely Around Trucks and Other Large, Slow-Moving Vehicles” states, “Make sure to dim your headlights while following behind a truck at night or in low-light conditions.”"
"195.","Trucks can have more stability than cars on wet/slippery roads.","True","False","","","1","Section 3.8, B, “Driving Safely Around Bicycles” states, “Trucks can have more stability [than cars] on wet/slippery roads or when traveling at typical highway speeds.”"
"196.","When passing a truck, you should make sure to be able to see the cab in your rearview mirror before pulling in front of the truck.","True","False","","","1","Section 3.8, A, “Driving Safely Around Trucks and Other Large, Slow-Moving Vehicles” states, “While passing, before you pull in front of a truck, ensure you’re able to see the cab in your rearview mirror to ensure you’re leaving enough space.”"
"197.","When encountering a bicyclist at an intersection, you should yield to them in the same way as you would for any other vehicle.","True","False","","","1","Section 3.8, B, “Driving Safely Around Bicycles” states, “When you encounter a cyclist at an intersection, you should assume that they are traveling straight unless they give a turn signal, and always yield to bicyclists in the same way that you would yield to other vehicles.”"
"198.","When opening your driver's side door while parallel parked, it's not necessary to check for approaching cyclists.","True","False","","","2","Section 3.8, B, “Driving Safely Around Bicycles” states, “When you have parallel parked your car, do not open your driver’s side door until you have checked that there are no approaching cyclists.”"
"199.","High-beam headlights can be used when a cyclist is approaching from the opposite direction.","True","False","","","2","Section 3.8, B, “Driving Safely Around Bicycles” states, “Do not use high-beam headlights when a cyclist is approaching from the opposite direction to avoid blinding them.”"
"200.","Florida right-of-way rules determine who must yield the right of way in different driving conditions, not who has the right of way.","True","False","","","yield ","Section 3.9, A, “What Are Right-of-Way Rules?” states, “Legally speaking, no one ever has the right of way in Florida. The law only states who mustthe right of way.”"
"201.","What is the legal responsibility of drivers, cyclists, and pedestrians in Florida?","To always have the right of way","To yield the right-of-way to other vehicles and pedestrians","To do everything possible to avoid a crash","","3","Section 3.9, A, “What Are Right-of-Way Rules?” states, “According to the State of Florida website, it is the legal responsibility of ‘every driver, motorcyclist, moped rider, bicyclist and pedestrian . . . [to] do everything possible to avoid a crash.’”"
"202.","At a four-way stop, the right-of-way rule states that the first vehicle to stop should be the first to move forward.","True","False","","","1","Section 3.9, B, i, “Stop Signs and Four-Way Stops” states, “The right-of-way rule at four-way stops dictates that the first vehicle to stop should be the first to move forward.”"
"203.","Who has the right-of-way in a funeral procession in Florida?","The funeral procession","Pedestrians","Cars","","1","Section 3.9, B, ii, “Funeral Procession Right-of-Way” states, “Funeral processions always have the right-of-way in Florida, except when yielding to emergency vehicles that are sounding their alarms or when directed to yield by a police officer.”"
"204.","In Florida, what should a driver do when approaching an open intersection where another vehicle is already waiting?","Stop and yield the right-of-way","Speed up and enter the intersection","Make a left turn without yielding","","1","Section 3.9, B, iii, “Open Intersections” states, “When driving toward an open intersection, you are required to yield the right-of-way if a vehicle is already waiting at the intersection or entering the intersection.”"
"205.","What is the purpose of roundabouts?","To streamline the flow of traffic","To stop vehicles at intersections","To lower the rate of traffic accidents","A and C","4","Section 3.9, B, iv, “Roundabouts” states, “You are not required to stop at most roundabouts, which keeps vehicles moving through intersections at a relatively slow speed. This is why roundabouts are able to streamline the flow of traffic while also lowering the rate of traffic accidents.”"
